region_cluster_id	n_raw_intervals	n_member_intervals	n_transcripts	n_genes	n_gene_symbols	total_member_bp	mean_member_len	median_member_len	min_member_len	max_member_len	representative_transcript_id	representative_gene_id	representative_transcript_name	representative_gene_symbol	representative_transcript_length	representative_start	representative_end	representative_region_len	top_gene_symbols	source_n_member_intervals	source_n_transcripts	source_n_genes	source_total_member_bp	representative_transcript_header
SR0000607	32	9	9	2	2	1928	214.22	242.00	86	335	ENST00000624060.3	ENSG00000232860.11	SMG7-AS1-203	SMG7-AS1	3588	1058	1392	335	SMG7-AS1:8;ENSG00000300756:1	9	9	2	1928	ENST00000624060.3|ENSG00000232860.11|OTTHUMG00000035521.4|OTTHUMT00000388770.1|SMG7-AS1-203|SMG7-AS1|3588|
SR0000608	56	9	9	2	2	1815	201.67	210.00	149	211	ENST00000814605.1	ENSG00000305989.1	ENST00000814605	ENSG00000305989	990	425	635	211	ENSG00000305989:7;LINC01166:2	9	9	2	1815	ENST00000814605.1|ENSG00000305989.1|-|-|ENST00000814605|ENSG00000305989|990|
SR0000609	44	9	9	3	3	1628	180.89	210.00	97	210	ENST00000456535.1	ENSG00000226859.1	LINC02051-201	LINC02051	690	481	690	210	LINC02052:6;ENSG00000300004:2;LINC02051:1	9	9	3	1628	ENST00000456535.1|ENSG00000226859.1|OTTHUMG00000156619.1|OTTHUMT00000344807.1|LINC02051-201|LINC02051|690|
SR0000610	32	9	9	2	2	2038	226.44	245.00	123	303	ENST00000809843.1	ENSG00000305256.1	ENST00000809843	ENSG00000305256	1712	879	1181	303	ENSG00000260573:8;ENSG00000305256:1	9	9	2	2038	ENST00000809843.1|ENSG00000305256.1|-|-|ENST00000809843|ENSG00000305256|1712|
SR0000611	28	9	9	2	2	819	91.00	91.00	91	91	ENST00000690912.2	ENSG00000229153.8	EPHA1-AS1-203	EPHA1-AS1	1234	585	675	91	EPHA1-AS1:8;ENSG00000309493:1	9	9	2	819	ENST00000690912.2|ENSG00000229153.8|OTTHUMG00000155893.1|-|EPHA1-AS1-203|EPHA1-AS1|1234|
SR0000612	32	9	9	2	2	1017	113.00	113.00	113	113	ENST00000720595.1	ENSG00000294020.1	ENST00000720595	ENSG00000294020	871	299	411	113	ENSG00000294020:8;ENSG00000294044:1	9	9	2	1017	ENST00000720595.1|ENSG00000294020.1|-|-|ENST00000720595|ENSG00000294020|871|
SR0000613	32	9	9	2	2	1554	172.67	201.00	121	210	ENST00000784393.1	ENSG00000287044.2	ENST00000784393	ENSG00000287044	429	1	210	210	ENSG00000287044:8;ENSG00000302140:1	9	9	2	1554	ENST00000784393.1|ENSG00000287044.2|OTTHUMG00000195366.1|-|ENST00000784393|ENSG00000287044|429|
SR0000614	32	9	9	2	2	1428	158.67	180.00	108	187	ENST00000819128.1	ENSG00000306499.1	ENST00000819128	ENSG00000306499	902	165	351	187	ENSG00000289897:8;ENSG00000306499:1	9	9	2	1428	ENST00000819128.1|ENSG00000306499.1|-|-|ENST00000819128|ENSG00000306499|902|
SR0000615	56	9	9	2	2	1370	152.22	152.00	151	153	ENST00000811797.1	ENSG00000241163.11	LINC00877-237	LINC00877	373	132	284	153	LINC00870:7;LINC00877:2	9	9	2	1370	ENST00000811797.1|ENSG00000241163.11|OTTHUMG00000158784.20|-|LINC00877-237|LINC00877|373|
SR0000616	56	9	9	2	2	969	107.67	107.00	104	110	ENST00000701622.1	ENSG00000205930.12	EPCIP-AS1-216	EPCIP-AS1	988	480	589	110	EPCIP-AS1:7;ENSG00000301276:2	9	9	2	969	ENST00000701622.1|ENSG00000205930.12|OTTHUMG00000064992.10|-|EPCIP-AS1-216|EPCIP-AS1|988|
SR0000617	32	9	9	2	2	1625	180.56	185.00	95	259	ENST00000687693.2	ENSG00000289477.3	ENST00000687693	ENSG00000289477	619	1	259	259	ENSG00000289477:8;ENSG00000309923:1	9	9	2	1625	ENST00000687693.2|ENSG00000289477.3|-|-|ENST00000687693|ENSG00000289477|619|
SR0000618	32	9	9	2	2	977	108.56	112.00	91	112	ENST00000473454.7	ENSG00000293541.2	ENST00000473454	ENSG00000293541	1661	564	675	112	ENSG00000293541:8;ENSG00000297310:1	9	9	2	977	ENST00000473454.7|ENSG00000293541.2|-|OTTHUMT00000041750.2|ENST00000473454|ENSG00000293541|1661|
SR0000619	44	10	9	2	2	3640	364.00	416.50	94	672	ENST00000444800.2	ENSG00000229582.4	PBX3-DT-201	PBX3-DT	906	235	906	672	PBX3-DT:7;ENSG00000305705:3	10	9	2	3640	ENST00000444800.2|ENSG00000229582.4|OTTHUMG00000020682.2|OTTHUMT00000054083.1|PBX3-DT-201|PBX3-DT|906|
SR0000620	68	11	9	2	2	1980	180.00	173.00	142	356	ENST00000775976.1	ENSG00000235779.9	ENST00000775976	ENSG00000235779	356	1	356	356	ENSG00000228643:7;ENSG00000235779:4	11	9	2	1980	ENST00000775976.1|ENSG00000235779.9|OTTHUMG00000151363.19|-|ENST00000775976|ENSG00000235779|356|
SR0000621	30	9	9	2	2	1331	147.89	132.00	131	204	ENST00000669514.1	ENSG00000287298.1	ENST00000669514	ENSG00000287298	950	567	770	204	LINC02275:8;ENSG00000287298:1	9	9	2	1331	ENST00000669514.1|ENSG00000287298.1|OTTHUMG00000194670.1|OTTHUMT00000520528.1|ENST00000669514|ENSG00000287298|950|
SR0000622	32	9	9	2	2	3246	360.67	420.00	95	420	ENST00000654783.1	ENSG00000253968.3	ENST00000654783	ENSG00000253968	1147	627	1046	420	ENSG00000253968:8;ENSG00000307572:1	9	9	2	3246	ENST00000654783.1|ENSG00000253968.3|OTTHUMG00000163340.6|OTTHUMT00000519177.1|ENST00000654783|ENSG00000253968|1147|
SR0000623	32	9	9	2	2	2170	241.11	242.00	234	242	ENST00000499732.4	ENSG00000245532.13	NEAT1-201	NEAT1	3510	3036	3277	242	NEAT1:8;ENSG00000305854:1	9	9	2	2170	ENST00000499732.4|ENSG00000245532.13|OTTHUMG00000166321.8|OTTHUMT00000389141.3|NEAT1-201|NEAT1|3510|
SR0000624	32	9	9	2	2	2299	255.44	228.00	194	368	ENST00000441217.1	ENSG00000235499.1	ENST00000441217	ENSG00000235499	390	23	390	368	DGUOK-AS1:8;ENSG00000235499:1	9	9	2	2299	ENST00000441217.1|ENSG00000235499.1|OTTHUMG00000152824.2|OTTHUMT00000328143.2|ENST00000441217|ENSG00000235499|390|
SR0000625	44	8	8	3	3	5178	647.25	656.00	303	952	ENST00000800882.1	ENSG00000304189.1	ENST00000800882	ENSG00000304189	1393	1	952	952	ENSG00000304189:5;BAIAP2-DT:2;ENSG00000262873:1	8	8	3	5178	ENST00000800882.1|ENSG00000304189.1|-|-|ENST00000800882|ENSG00000304189|1393|
SR0000626	28	8	8	2	2	818	102.25	102.00	102	103	ENST00000774550.1	ENSG00000255794.13	RMST-261	RMST	1337	35	137	103	RMST:7;ENSG00000300902:1	8	8	2	818	ENST00000774550.1|ENSG00000255794.13|OTTHUMG00000170148.22|-|RMST-261|RMST|1337|
SR0000627	48	8	8	4	4	1076	134.50	134.00	80	201	ENST00000421387.3	ENSG00000223641.3	TTTY17C-201	TTTY17C	832	256	456	201	ENSG00000287588:4;TTTY17C:2;TTTY17A:1;TTTY17B:1	8	8	4	1076	ENST00000421387.3|ENSG00000223641.3|OTTHUMG00000045207.2|OTTHUMT00000104952.2|TTTY17C-201|TTTY17C|832|
SR0000628	60	8	8	2	2	695	86.88	85.00	85	90	ENST00000812487.1	ENSG00000305699.1	ENST00000812487	ENSG00000305699	594	486	575	90	LINC02074:5;ENSG00000305699:3	8	8	2	695	ENST00000812487.1|ENSG00000305699.1|-|-|ENST00000812487|ENSG00000305699|594|
SR0000629	28	8	8	2	2	4092	511.50	521.00	444	522	ENST00000658461.1	ENSG00000225765.4	LINC01831-202	LINC01831	677	156	677	522	LINC01831:7;ENSG00000293648:1	8	8	2	4092	ENST00000658461.1|ENSG00000225765.4|OTTHUMG00000153049.3|OTTHUMT00000516640.1|LINC01831-202|LINC01831|677|
SR0000630	28	8	8	2	2	712	89.00	89.00	89	89	ENST00000461596.1	ENSG00000224516.6	ECEL1P2-203	ECEL1P2	1295	1	89	89	ENSG00000237087:7;ECEL1P2:1	8	8	2	712	ENST00000461596.1|ENSG00000224516.6|OTTHUMG00000153355.1|OTTHUMT00000330820.1|ECEL1P2-203|ECEL1P2|1295|
SR0000631	28	8	8	2	2	1588	198.50	106.00	88	520	ENST00000817212.1	ENSG00000306356.1	ENST00000817212	ENSG00000306356	935	376	895	520	ENSG00000306334:7;ENSG00000306356:1	8	8	2	1588	ENST00000817212.1|ENSG00000306356.1|-|-|ENST00000817212|ENSG00000306356|935|
SR0000632	52	10	8	2	2	4083	408.30	395.00	154	632	ENST00000813941.1	ENSG00000287545.2	ENST00000813941	ENSG00000287545	997	366	997	632	NECTIN1-DT:5;ENSG00000287545:5	10	8	2	4083	ENST00000813941.1|ENSG00000287545.2|OTTHUMG00000194499.1|-|ENST00000813941|ENSG00000287545|997|
SR0000633	28	8	8	3	3	3379	422.38	235.50	80	925	ENST00000786454.1	ENSG00000302409.1	ENST00000786454	ENSG00000302409	1055	131	1055	925	ENSG00000264112:6;ENSG00000280233:1;ENSG00000302409:1	8	8	3	3379	ENST00000786454.1|ENSG00000302409.1|-|-|ENST00000786454|ENSG00000302409|1055|
SR0000634	28	8	8	2	2	1064	133.00	150.00	82	150	ENST00000517773.6	ENSG00000253438.6	PCAT1-201	PCAT1	1657	1438	1587	150	PCAT1:7;ENSG00000296564:1	8	8	2	1064	ENST00000517773.6|ENSG00000253438.6|OTTHUMG00000165067.7|OTTHUMT00000381546.1|PCAT1-201|PCAT1|1657|
SR0000635	28	8	8	2	2	1203	150.38	151.00	140	156	ENST00000657078.2	ENSG00000286427.2	ENST00000657078	ENSG00000286427	1991	1836	1991	156	MIR3681HG:7;ENSG00000286427:1	8	8	2	1203	ENST00000657078.2|ENSG00000286427.2|OTTHUMG00000195605.1|OTTHUMT00000527724.1|ENST00000657078|ENSG00000286427|1991|
SR0000636	80	8	8	5	5	2543	317.88	346.50	137	403	ENST00000778633.1	ENSG00000301396.1	ENST00000778633	ENSG00000301396	647	218	620	403	ENSG00000296767:4;ENSG00000293053:1;HELZ-AS1:1;ENSG00000301396:1;SCMH1-DT:1	8	8	5	2543	ENST00000778633.1|ENSG00000301396.1|-|-|ENST00000778633|ENSG00000301396|647|
SR0000637	48	8	8	2	2	1503	187.88	125.50	105	341	ENST00000829731.1	ENSG00000307916.1	ENST00000829731	ENSG00000307916	1043	387	727	341	ENSG00000302053:6;ENSG00000307916:2	8	8	2	1503	ENST00000829731.1|ENSG00000307916.1|-|-|ENST00000829731|ENSG00000307916|1043|
SR0000638	28	8	8	2	2	890	111.25	111.00	111	112	ENST00000660861.1	ENSG00000287566.2	ENST00000660861	ENSG00000287566	4052	3194	3305	112	ENSG00000287566:7;CALML3-AS1:1	8	8	2	890	ENST00000660861.1|ENSG00000287566.2|OTTHUMG00000194793.1|OTTHUMT00000522069.1|ENST00000660861|ENSG00000287566|4052|
SR0000639	48	8	8	2	2	1665	208.12	231.00	121	255	ENST00000732070.1	ENSG00000295715.1	ENST00000732070	ENSG00000295715	2017	1	255	255	ENSG00000283959:6;ENSG00000295715:2	8	8	2	1665	ENST00000732070.1|ENSG00000295715.1|-|-|ENST00000732070|ENSG00000295715|2017|
SR0000640	64	8	8	2	2	1116	139.50	139.50	138	141	ENST00000580161.5	ENSG00000290404.1	ENST00000580161	ENSG00000290404	3018	2750	2890	141	LINC00661:4;ENSG00000290404:4	8	8	2	1116	ENST00000580161.5|ENSG00000290404.1|-|OTTHUMT00000443632.1|ENST00000580161|ENSG00000290404|3018|
SR0000641	48	8	8	2	2	1976	247.00	255.00	167	301	ENST00000799042.1	ENSG00000287961.2	ENST00000799042	ENSG00000287961	884	579	879	301	LINC02347:6;ENSG00000287961:2	8	8	2	1976	ENST00000799042.1|ENSG00000287961.2|OTTHUMG00000194033.1|-|ENST00000799042|ENSG00000287961|884|
SR0000642	28	8	8	2	2	1295	161.88	167.00	126	167	ENST00000553181.6	ENSG00000257135.9	ODC1-DT-203	ODC1-DT	4242	1591	1757	167	ODC1-DT:7;ENSG00000305382:1	8	8	2	1295	ENST00000553181.6|ENSG00000257135.9|OTTHUMG00000170230.3|OTTHUMT00000503994.1|ODC1-DT-203|ODC1-DT|4242|
SR0000643	60	8	8	3	3	5297	662.12	829.50	119	895	ENST00000622854.2	ENSG00000228709.3	LINC02575-202	LINC02575	2522	1628	2522	895	LINC02367:4;LINC02575:2;ENSG00000290204:2	8	8	3	5297	ENST00000622854.2|ENSG00000228709.3|OTTHUMG00000086925.1|OTTHUMT00000473286.1|LINC02575-202|LINC02575|2522|
SR0000644	42	8	8	2	2	1778	222.25	217.50	173	332	ENST00000780374.1	ENSG00000301642.1	ENST00000780374	ENSG00000301642	1397	1	332	332	MIR222HG:6;ENSG00000301642:2	8	8	2	1778	ENST00000780374.1|ENSG00000301642.1|-|-|ENST00000780374|ENSG00000301642|1397|
SR0000645	60	8	8	2	2	1417	177.12	198.50	111	211	ENST00000723033.1	ENSG00000248242.2	ENST00000723033	ENSG00000248242	1018	265	475	211	ENSG00000248373:5;ENSG00000248242:3	8	8	2	1417	ENST00000723033.1|ENSG00000248242.2|OTTHUMG00000161052.1|-|ENST00000723033|ENSG00000248242|1018|
SR0000646	28	8	8	2	2	2076	259.50	128.00	128	654	ENST00000560419.1	ENSG00000259319.3	JDP2-AS1-202	JDP2-AS1	4059	146	799	654	JDP2-AS1:7;ENSG00000289918:1	8	8	2	2076	ENST00000560419.1|ENSG00000259319.3|OTTHUMG00000171868.1|OTTHUMT00000415499.1|JDP2-AS1-202|JDP2-AS1|4059|
SR0000647	42	8	8	4	4	4259	532.38	678.00	84	784	ENST00000725700.1	ENSG00000294751.1	ENST00000725700	ENSG00000294751	784	1	784	784	FABP5P3:5;LNMICC:1;ENSG00000287285:1;ENSG00000294751:1	8	8	4	4259	ENST00000725700.1|ENSG00000294751.1|-|-|ENST00000725700|ENSG00000294751|784|
SR0000648	28	8	8	2	2	725	90.62	91.00	88	91	ENST00000532315.1	ENSG00000255248.11	MIR100HG-216	MIR100HG	1175	597	687	91	MIR100HG:7;ENSG00000301769:1	8	8	2	725	ENST00000532315.1|ENSG00000255248.11|OTTHUMG00000166035.32|OTTHUMT00000387651.2|MIR100HG-216|MIR100HG|1175|
SR0000649	14	8	8	2	2	1054	131.75	138.00	80	149	ENST00000721879.1	ENSG00000294207.1	ENST00000721879	ENSG00000294207	844	83	231	149	ENSG00000294207:7;ENSG00000295728:1	8	8	2	1054	ENST00000721879.1|ENSG00000294207.1|-|-|ENST00000721879|ENSG00000294207|844|
SR0000650	64	8	8	2	2	840	105.00	105.00	105	105	ENST00000814656.1	ENSG00000244550.2	ENST00000814656	ENSG00000244550	689	498	602	105	ENSG00000244550:4;ENSG00000306021:4	8	8	2	840	ENST00000814656.1|ENSG00000244550.2|OTTHUMG00000156267.1|-|ENST00000814656|ENSG00000244550|689|
SR0000651	48	8	8	2	2	975	121.88	102.00	99	156	ENST00000509416.1	ENSG00000250064.2	ENST00000509416	ENSG00000250064	712	481	636	156	ENSG00000286141:6;ENSG00000250064:2	8	8	2	975	ENST00000509416.1|ENSG00000250064.2|OTTHUMG00000160318.1|OTTHUMT00000360195.1|ENST00000509416|ENSG00000250064|712|
SR0000652	28	8	8	2	2	1666	208.25	202.00	183	236	ENST00000565428.1	ENSG00000260066.1	ENST00000565428	ENSG00000260066	3024	1	236	236	ENSG00000303091:7;ENSG00000260066:1	8	8	2	1666	ENST00000565428.1|ENSG00000260066.1|OTTHUMG00000173459.1|OTTHUMT00000423201.1|ENST00000565428|ENSG00000260066|3024|
SR0000653	64	8	8	2	2	2055	256.88	263.00	193	276	ENST00000839900.1	ENSG00000309262.1	ENST00000839900	ENSG00000309262	378	103	378	276	ENSG00000250971:4;ENSG00000309262:4	8	8	2	2055	ENST00000839900.1|ENSG00000309262.1|-|-|ENST00000839900|ENSG00000309262|378|
SR0000654	60	8	8	2	2	1062	132.75	133.00	132	133	ENST00000668199.1	ENSG00000287975.2	ENST00000668199	ENSG00000287975	1520	854	986	133	ENSG00000307898:5;ENSG00000287975:3	8	8	2	1062	ENST00000668199.1|ENSG00000287975.2|OTTHUMG00000195630.1|OTTHUMT00000527897.1|ENST00000668199|ENSG00000287975|1520|
SR0000655	28	8	8	2	2	1127	140.88	87.00	85	300	ENST00000777716.1	ENSG00000254417.2	LINC02584-210	LINC02584	1030	564	863	300	LINC02584:7;ENSG00000301346:1	8	8	2	1127	ENST00000777716.1|ENSG00000254417.2|OTTHUMG00000167162.1|-|LINC02584-210|LINC02584|1030|
SR0000656	32	8	8	6	6	1618	202.25	194.50	116	269	ENST00000668433.1	ENSG00000286592.3	LINC02885-202	LINC02885	2729	1128	1396	269	ENSG00000230773:2;CASC15:2;LINC01555:1;ENSG00000287763:1;LINC02885:1;ENSG00000306996:1	8	8	6	1618	ENST00000668433.1|ENSG00000286592.3|OTTHUMG00000150934.5|OTTHUMT00000320594.2|LINC02885-202|LINC02885|2729|
SR0000657	52	8	8	5	5	1170	146.25	129.50	113	192	ENST00000716014.1	ENSG00000257443.3	LRIG3-DT-209	LRIG3-DT	581	1	192	192	P4HA2-AS1:4;LINC01555:1;ENSG00000287763:1;LINC02885:1;LRIG3-DT:1	8	8	5	1170	ENST00000716014.1|ENSG00000257443.3|OTTHUMG00000169941.1|OTTHUMT00000519756.1|LRIG3-DT-209|LRIG3-DT|581|
SR0000658	28	8	8	3	3	4358	544.75	733.00	134	908	ENST00000817556.1	ENSG00000306389.1	ENST00000817556	ENSG00000306389	908	1	908	908	MIR9-3HG:5;ENSG00000306389:2;ENSG00000289128:1	8	8	3	4358	ENST00000817556.1|ENSG00000306389.1|-|-|ENST00000817556|ENSG00000306389|908|
SR0000659	72	8	8	4	4	3674	459.25	460.00	343	574	ENST00000467050.2	ENSG00000240093.2	ENST00000467050	ENSG00000240093	685	1	574	574	ENSG00000240093:5;ENSG00000281788:1;ENSG00000282575:1;ENSG00000288449:1	8	8	4	3674	ENST00000467050.2|ENSG00000240093.2|OTTHUMG00000151397.1|OTTHUMT00000322468.1|ENST00000467050|ENSG00000240093|685|
SR0000660	48	8	8	2	2	3189	398.62	409.00	362	428	ENST00000787947.1	ENSG00000230226.2	ENST00000787947	ENSG00000230226	1477	1050	1477	428	ENSG00000302611:6;ENSG00000230226:2	8	8	2	3189	ENST00000787947.1|ENSG00000230226.2|OTTHUMG00000032968.1|-|ENST00000787947|ENSG00000230226|1477|
SR0000661	32	8	8	4	3	6122	765.25	865.00	348	1092	ENST00000693291.2	ENSG00000289140.2	ENST00000693291	ENSG00000289140	1180	1	1092	1092	LINC01971:5;ENSG00000289140:2;ENSG00000291422:1	8	8	4	6122	ENST00000693291.2|ENSG00000289140.2|-|-|ENST00000693291|ENSG00000289140|1180|
SR0000662	48	8	8	2	2	3755	469.38	460.00	458	496	ENST00000794699.1	ENSG00000303450.1	ENST00000794699	ENSG00000303450	496	1	496	496	CES1P1:6;ENSG00000303450:2	8	8	2	3755	ENST00000794699.1|ENSG00000303450.1|-|-|ENST00000794699|ENSG00000303450|496|
SR0000663	28	8	8	2	2	2154	269.25	297.00	93	309	ENST00000533329.1	ENSG00000255503.1	LINC02951-201	LINC02951	436	128	436	309	RAB30-DT:7;LINC02951:1	8	8	2	2154	ENST00000533329.1|ENSG00000255503.1|OTTHUMG00000167011.1|OTTHUMT00000392434.1|LINC02951-201|LINC02951|436|
SR0000664	64	8	8	2	2	8270	1033.75	775.00	545	2040	ENST00000654451.2	ENSG00000261790.2	ENST00000654451	ENSG00000261790	2054	1	2040	2040	ENSG00000261790:4;ENSG00000291940:4	8	8	2	8270	ENST00000654451.2|ENSG00000261790.2|OTTHUMG00000176897.2|OTTHUMT00000526532.1|ENST00000654451|ENSG00000261790|2054|
SR0000665	28	8	8	2	2	3327	415.88	244.50	129	885	ENST00000568112.2	ENSG00000261453.2	LINC01735-201	LINC01735	2399	1	885	885	ENSG00000310018:7;LINC01735:1	8	8	2	3327	ENST00000568112.2|ENSG00000261453.2|OTTHUMG00000036132.2|OTTHUMT00000088021.2|LINC01735-201|LINC01735|2399|
SR0000666	38	8	8	3	3	2718	339.75	387.00	136	388	ENST00000662935.1	ENSG00000287670.2	ENST00000662935	ENSG00000287670	845	118	505	388	ENSG00000287670:6;ENSG00000275649:1;UBL7-DT:1	8	8	3	2718	ENST00000662935.1|ENSG00000287670.2|OTTHUMG00000195688.1|OTTHUMT00000528216.1|ENST00000662935|ENSG00000287670|845|
SR0000667	112	8	8	8	1	5904	738.00	738.00	738	738	ENST00000420050.1	ENSG00000227899.1	MDC1-AS1-203	MDC1-AS1	738	1	738	738	MDC1-AS1:8	8	8	8	5904	ENST00000420050.1|ENSG00000227899.1|OTTHUMG00000004829.1|OTTHUMT00000257595.1|MDC1-AS1-203|MDC1-AS1|738|
SR0000668	28	8	8	2	2	3104	388.00	485.00	99	485	ENST00000832815.1	ENSG00000308254.1	ENST00000832815	ENSG00000308254	945	461	945	485	ENSG00000308271:7;ENSG00000308254:1	8	8	2	3104	ENST00000832815.1|ENSG00000308254.1|-|-|ENST00000832815|ENSG00000308254|945|
SR0000669	108	8	8	7	7	1737	217.12	223.00	176	223	ENST00000416010.1	ENSG00000224766.1	ENST00000416010	ENSG00000224766	223	1	223	223	EHMT2-AS1:2;ENSG00000224766:1;ENSG00000233649:1;ENSG00000232266:1;ENSG00000223557:1;ENSG00000231869:1;ENSG00000236903:1	8	8	7	1737	ENST00000416010.1|ENSG00000224766.1|OTTHUMG00000137488.1|OTTHUMT00000268724.1|ENST00000416010|ENSG00000224766|223|
SR0000670	28	8	8	2	2	1425	178.12	134.00	96	349	ENST00000658970.2	ENSG00000257860.7	C12orf42-AS1-206	C12orf42-AS1	1798	878	1226	349	ENSG00000257703:7;C12orf42-AS1:1	8	8	2	1425	ENST00000658970.2|ENSG00000257860.7|OTTHUMG00000170037.6|OTTHUMT00000517979.1|C12orf42-AS1-206|C12orf42-AS1|1798|
SR0000671	56	8	8	2	2	4105	513.12	621.50	149	719	ENST00000434300.3	ENSG00000285280.3	RGS2-AS1-201	RGS2-AS1	1610	291	1009	719	RGS2-AS1:5;ENSG00000236069:3	8	8	2	4105	ENST00000434300.3|ENSG00000285280.3|OTTHUMG00000041137.5|OTTHUMT00000098612.2|RGS2-AS1-201|RGS2-AS1|1610|
SR0000672	80	8	8	3	3	2669	333.62	359.00	194	432	ENST00000572998.2	ENSG00000262920.6	ENST00000572998	ENSG00000262920	566	131	562	432	ENSG00000262920:4;ENSG00000282357:2;ENSG00000282030:2	8	8	3	2669	ENST00000572998.2|ENSG00000262920.6|OTTHUMG00000177416.1|OTTHUMT00000436817.1|ENST00000572998|ENSG00000262920|566|
SR0000673	60	8	8	2	2	1144	143.00	143.00	143	143	ENST00000420391.2	ENSG00000236464.2	LINC02559-201	LINC02559	345	203	345	143	LINC02559:5;ENSG00000229770:3	8	8	2	1144	ENST00000420391.2|ENSG00000236464.2|OTTHUMG00000151344.1|OTTHUMT00000322322.1|LINC02559-201|LINC02559|345|
SR0000674	28	8	8	2	2	1674	209.25	209.00	204	215	ENST00000660465.1	ENSG00000258583.8	LINC01500-218	LINC01500	1449	814	1028	215	LINC01500:7;ENSG00000301202:1	8	8	2	1674	ENST00000660465.1|ENSG00000258583.8|OTTHUMG00000171092.30|OTTHUMT00000513087.1|LINC01500-218|LINC01500|1449|
SR0000675	64	8	8	2	2	1199	149.88	154.00	129	156	ENST00000664013.1	ENSG00000286619.1	PM20D1-AS1-214	PM20D1-AS1	1766	505	660	156	ENSG00000288107:4;PM20D1-AS1:4	8	8	2	1199	ENST00000664013.1|ENSG00000286619.1|OTTHUMG00000195733.1|OTTHUMT00000528484.1|PM20D1-AS1-214|PM20D1-AS1|1766|
SR0000676	28	8	8	2	2	1214	151.75	145.50	133	183	ENST00000435828.1	ENSG00000235612.2	ENST00000435828	ENSG00000235612	731	432	614	183	ENSG00000260971:7;ENSG00000235612:1	8	8	2	1214	ENST00000435828.1|ENSG00000235612.2|OTTHUMG00000008126.2|OTTHUMT00000022251.2|ENST00000435828|ENSG00000235612|731|
SR0000677	28	8	8	2	2	1155	144.38	124.00	122	268	ENST00000750795.1	ENSG00000297754.1	ENST00000750795	ENSG00000297754	788	278	545	268	ENSG00000297754:6;ENSG00000229976:2	8	8	2	1155	ENST00000750795.1|ENSG00000297754.1|-|-|ENST00000750795|ENSG00000297754|788|
SR0000678	28	8	8	2	2	3486	435.75	437.00	432	437	ENST00000824096.1	ENSG00000286800.2	ENST00000824096	ENSG00000286800	1481	378	814	437	ENSG00000286800:7;ENSG00000307161:1	8	8	2	3486	ENST00000824096.1|ENSG00000286800.2|OTTHUMG00000194321.1|-|ENST00000824096|ENSG00000286800|1481|
SR0000679	14	8	8	2	2	673	84.12	84.00	84	85	ENST00000605862.6	ENSG00000242588.8	ENST00000605862	ENSG00000242588	17286	13791	13875	85	ENSG00000267665:7;ENSG00000242588:1	8	8	2	673	ENST00000605862.6|ENSG00000242588.8|OTTHUMG00000189725.4|OTTHUMT00000481525.3|ENST00000605862|ENSG00000242588|17286|
SR0000680	28	8	8	2	2	1780	222.50	190.00	190	318	ENST00000452622.1	ENSG00000223855.5	PDGFA-DT-201	PDGFA-DT	3506	904	1221	318	PDGFA-DT:7;ENSG00000303896:1	8	8	2	1780	ENST00000452622.1|ENSG00000223855.5|OTTHUMG00000151410.4|OTTHUMT00000322522.1|PDGFA-DT-201|PDGFA-DT|3506|
SR0000681	28	8	8	2	2	1652	206.50	208.00	82	326	ENST00000537850.2	ENSG00000251002.10	TRD-AS1-203	TRD-AS1	1398	371	696	326	TRD-AS1:7;ENSG00000259042:1	8	8	2	1652	ENST00000537850.2|ENSG00000251002.10|OTTHUMG00000168895.5|OTTHUMT00000401535.1|TRD-AS1-203|TRD-AS1|1398|
SR0000682	28	8	8	2	2	1742	217.75	190.00	111	414	ENST00000655179.2	ENSG00000227496.4	ENST00000655179	ENSG00000227496	638	225	638	414	ENSG00000227496:6;ENSG00000226349:2	8	8	2	1742	ENST00000655179.2|ENSG00000227496.4|OTTHUMG00000037739.8|OTTHUMT00000510194.1|ENST00000655179|ENSG00000227496|638|
SR0000683	42	9	8	3	3	2808	312.00	279.00	148	498	ENST00000571282.2	ENSG00000263015.2	ENST00000571282	ENSG00000263015	956	1	498	498	ENSG00000263015:7;ENSG00000284165:1;ENSG00000297664:1	9	8	3	2808	ENST00000571282.2|ENSG00000263015.2|OTTHUMG00000177479.1|OTTHUMT00000437132.1|ENST00000571282|ENSG00000263015|956|
SR0000684	28	8	8	3	3	2779	347.38	380.50	145	493	ENST00000621095.1	ENSG00000275088.1	ENST00000621095	ENSG00000275088	3306	1697	2189	493	LINC02139:6;ENSG00000275088:1;ENSG00000300780:1	8	8	3	2779	ENST00000621095.1|ENSG00000275088.1|OTTHUMG00000187070.1|OTTHUMT00000474368.1|ENST00000621095|ENSG00000275088|3306|
SR0000685	60	8	8	2	2	2234	279.25	301.50	119	407	ENST00000561458.6	ENSG00000259446.7	RYR3-DT-202	RYR3-DT	788	1	407	407	RYR3-DT:5;ENSG00000293377:3	8	8	2	2234	ENST00000561458.6|ENSG00000259446.7|OTTHUMG00000172252.2|OTTHUMT00000417512.1|RYR3-DT-202|RYR3-DT|788|
SR0000686	54	8	8	3	3	1393	174.12	180.00	132	181	ENST00000609127.1	ENSG00000229563.8	LINC01204-203	LINC01204	2900	555	735	181	LINC01204:4;ENSG00000255605:3;ENSG00000306170:1	8	8	3	1393	ENST00000609127.1|ENSG00000229563.8|OTTHUMG00000021406.5|OTTHUMT00000471640.1|LINC01204-203|LINC01204|2900|
